symbol1,symbol2
ANKFY1,RAB5A
ANKFY1,PRDM14
ANKFY1,FOXA3
ANKFY1,RHOD
ANKFY1,NIPSNAP2
ANKFY1,FOXA2
TRPV1,CALM2
TRPV1,CALM3
TRPV1,CALM1
GTF2I,SMAD2
GTF2I,CCT3
GTF2I,CCT2
GTF2I,TCP1
GTF2I,CDC5L
GTF2I,PRKG1
GTF2I,PIAS2
GTF2I,GTF2IRD2B
PRPF8,GPKOW
PRPF8,AQR
PRPF8,YTHDC2
PRPF8,HEATR6
PRPF8,RBM22
PRPF8,SF3A1
PRPF8,SNRPD3
PRPF8,PHF5A
PRPF8,SF3A2
PRPF8,DHX33
PRPF8,VTN
PRPF8,PRPF19
PRPF8,RPS12
PRPF8,SYF2
PRPF8,SNRPA
PRPF8,SNRPB2
PRPF8,RALY
PRPF8,DDX49
PRPF8,TUBA4A
PRPF8,LSM8
PRPF8,EAPP
PRPF8,DHX40
PRPF8,DHX35
PRPF8,LSM7
PRPF8,SNRPA1
PRPF8,PRPF38A
PRPF8,BUD13
PRPF8,SNW1
PRPF8,RBM25
PRPF8,DHX8
PRPF8,YJU2
PRPF8,SNRNP40
PRPF8,NOP58
PRPF8,CASC3
PRPF8,PRPF6
PRPF8,SNRPF
PRPF8,RNF113B
PRPF8,MFAP1
PRPF8,EFL1
PRPF8,DHX38
PRPF8,TXNL4B
PRPF8,TXNL4A
PRPF8,SF3B4
PRPF8,SNRPG
PRPF8,ISY1
PRPF8,NHP2
PRPF8,ZMAT2
PRPF8,SLC2A13
PRPF8,CWF19L2
PRPF8,RANBP2
PRPF8,KIAA1143
PRPF8,SNIP1
PRPF8,TCERG1
PRPF8,SLU7
PRPF8,SNRPD1
PRPF8,SRRM2
PRPF8,LSM3
PRPF8,CD2BP2
PRPF8,PCBP1
PRPF8,SF3B3
PRPF8,PPIH
PRPF8,EEF2
PRPF8,SART1
PRPF8,DDX23
PRPF8,DAW1
PRPF8,USP39
PRPF8,PPP1R42
PRPF8,PRPF3
PRPF8,SNRNP200
PRPF8,GCFC2
PRPF8,SF3B2
PRPF8,PRMT5
PRPF8,MAGOHB
PRPF8,LSM10
PRPF8,TRIM55
PRPF8,PRPF31
PRPF8,NCBP2
PRPF8,TSSC4
PRPF8,DHX34
PRPF8,NAA38
PRPF8,WDR25
PRPF8,SF3B1
PRPF8,DHX15
PRPF8,PRPF4B
PRPF8,RBMX2
PRPF8,HNRNPA1
PRPF8,SNRPD2
PRPF8,DDX21
PRPF8,PIP4K2C
PRPF8,HNRNPH1
PRPF8,XAB2
PRPF8,UBL5
PRPF8,G3BP2
PRPF8,ZNF830
PRPF8,DHX9
PRPF8,SF3B5
PRPF8,TCERG1L
PRPF8,CDC40
PRPF8,ASCC3
PRPF8,BCAS2
PRPF8,HFM1
PRPF8,RNF113A
PRPF8,CDC5L
PRPF8,RPL7A
PRPF8,LRMDA
PRPF8,PPIE
PRPF8,HNRNPH2
PRPF8,SF3A3
PRPF8,PPIL1
PRPF8,SRPK1
PRPF8,TRNAU1AP
PRPF8,AAR2
PRPF8,MED12
PRPF8,PRPF4
PRPF8,NCBP1
PRPF8,LSM2
PRPF8,DHX16
PRPF8,PIP4K2A
PRPF8,CRNKL1
PRPF8,PRPF18
PRPF8,WBP4
PRPF8,RIOK1
PRPF8,CWC27
PRPF8,NOP56
PRPF8,SRPK2
PRPF8,ZBTB46
PRPF8,SMU1
PRPF8,MED13
PRPF8,DDX3X
PRPF8,SNRPN
PRPF8,SNU13
PRPF8,BUD31
PRPF8,CWC22
PRPF8,GIGYF2
PRPF8,EFTUD2
PRPF8,IK
PRPF8,SNRPE
PRPF8,ECD
PRPF8,WDR83
PRPF8,DOCK4
PRPF8,LSM5
PRPF8,ISY1-RAB43
PRPF8,SNRPB
PRPF8,GFM1
PRPF8,PRKRIP1
PRPF8,LSM6
PRPF8,PLRG1
PRPF8,RNPC3
PRPF8,FMC1-LUC7L2
PRPF8,UBC
PRPF8,NACA
PRPF8,PRPF40B
PRPF8,RBM8A
PRPF8,CCDC130
PRPF8,LSM4
PRPF8,SNRNP70
PRPF8,CWC15
PRPF8,NCBP2L
PRPF8,CWC25
PRPF8,RPP38
PRPF8,SRRM3
PRPF8,ZCCHC17
PRPF8,RSRC1
PRPF8,PIP4K2B
USP6,MYL2
USP6,CALM2
USP6,ARF6
USP6,SIAH2
USP6,SIAH1
TOM1L1,TOLLIP
TOM1L1,HGS
TOM1L1,IGF2R
TOM1L1,UBC
TOM1L1,CLTC
CLUAP1,CINP
CLUAP1,IFT57
CLUAP1,TTC30A
CLUAP1,TTC30B
CLUAP1,CRACR2A
RSL1D1,FBL
RSL1D1,UTP18
RSL1D1,RPL19
RSL1D1,KRR1
RSL1D1,RPS12
RSL1D1,BYSL
RSL1D1,RRP9
RSL1D1,MPHOSPH10
RSL1D1,H1-1
RSL1D1,MRPS7
RSL1D1,NOP53
RSL1D1,RPS16
RSL1D1,PPAN
RSL1D1,UTP3
RSL1D1,NIP7
RSL1D1,NAT10
RSL1D1,IMP4
RSL1D1,RSL24D1
RSL1D1,RTCA
RSL1D1,WDR12
RSL1D1,UTP6
RSL1D1,DDX18
RSL1D1,PNO1
RSL1D1,NOP58
RSL1D1,CBX8
RSL1D1,RPS11
RSL1D1,RPS27A
RSL1D1,NOM1
RSL1D1,NIFK
RSL1D1,EIF5B
RSL1D1,PWP2
RSL1D1,RPS23
RSL1D1,UTP15
RSL1D1,DCAF13
RSL1D1,NOL6
RSL1D1,PA2G4
RSL1D1,RPS9
RSL1D1,WDR3
RSL1D1,UTP23
RSL1D1,RPL38
RSL1D1,RPL4
RSL1D1,WDR75
RSL1D1,MRPS11
RSL1D1,NOC2L
RSL1D1,RPS15A
RSL1D1,RRP7A
RSL1D1,RRS1
RSL1D1,PRPF31
RSL1D1,IMP3
RSL1D1,UTP4
RSL1D1,NOC4L
RSL1D1,H1-10
RSL1D1,GNL3L
RSL1D1,BRIX1
RSL1D1,RRP1B
RSL1D1,FCF1
RSL1D1,RPL27A
RSL1D1,RPS3A
RSL1D1,DDX21
RSL1D1,PES1
RSL1D1,MAK16
RSL1D1,GTPBP4
RSL1D1,RPL39
RSL1D1,HEATR1
RSL1D1,RRP15
RSL1D1,PDCD11
RSL1D1,RPL5
RSL1D1,RPF1
RSL1D1,NOC3L
RSL1D1,SURF6
RSL1D1,UTP11
RSL1D1,GNL2
RSL1D1,MRPS15
RSL1D1,RPS4X
RSL1D1,ZNF593
RSL1D1,EIF6
RSL1D1,BMS1
RSL1D1,WDR46
RSL1D1,MRTO4
RSL1D1,NSUN6
RSL1D1,RPS6
RSL1D1,NOP56
RSL1D1,MYBBP1A
RSL1D1,NOL10
RSL1D1,RCL1
RSL1D1,NOP2
RSL1D1,RPL13A
RSL1D1,PPAN-P2RY11
RSL1D1,UTP14A
RSL1D1,RPS8
RSL1D1,PUM3
RSL1D1,SNU13
RSL1D1,WDR43
RSL1D1,MRPS12
RSL1D1,NOLC1
RSL1D1,RPS14
RSL1D1,NGDN
RSL1D1,RBM4
RSL1D1,RPL23A
RSL1D1,GNL3
RSL1D1,FTSJ3
RSL1D1,RPF2
RSL1D1,NOP14
RSL1D1,EBNA1BP2
RSL1D1,DNTTIP2
RSL1D1,NLE1
RSL1D1,RPS24
RSL1D1,RPL32
RSL1D1,RRP1
RSL1D1,WDR36
RSL1D1,RPL30
RSL1D1,UTP14C
RSL1D1,WDR74
RSL1D1,FAU
RSL1D1,RPS13
RSL1D1,RRP12
RSL1D1,TBL3
RSL1D1,BOP1
RSL1D1,EMG1
RSL1D1,RPS28
RSL1D1,RPS5
RSL1D1,FBLL1
RSL1D1,NSUN6
RSL1D1,RPP38
RSL1D1,DDX52
RSL1D1,NSA2
CORO7-PAM16,DNAJC15
CORO7-PAM16,DNAJC19
ATPAF1,ERAL1
ATPAF1,ATP5F1B
ATPAF1,RPUSD3
ZP2,ACR
TRPV1,CALM2
TRPV1,CALM3
TRPV1,CALM1
TRPV1,AKAP5
OVCA2,MYH11
CTDNEP1,LPIN2
CTDNEP1,LPIN3
CTDNEP1,LPIN1
RAB40B,RAB40AL
RAB40B,ANKRD27
RAB40B,RABIF
RAB40B,ISCA1
RAB40B,CUL5
RAB40B,RAB40C
RAB40B,ELOC
PCDHGB3,PCDHGC3
PCDHGB3,PCDHGB4
PCDHGB3,PCDHGB1
MRPS21,MRPS10
MRPS21,MRPS35
MRPS21,MRPS34
MRPS21,MRPL28
MRPS21,MRPL32
MRPS21,MRPL27
MRPS21,MRPL51
MRPS21,MRPS7
MRPS21,GNRH2
MRPS21,MRPL34
MRPS21,MRPL4
MRPS21,MRPS25
MRPS21,PTCD3
MRPS21,MRPL53
MRPS21,MRPL44
MRPS21,MRPS9
MRPS21,MRPS18B
MRPS21,MRPL15
MRPS21,PSMC1
MRPS21,GATB
MRPS21,MRPL3
MRPS21,MRPS5
MRPS21,MRPS28
MRPS21,MRPL49
MRPS21,MRPS17
MRPS21,MRPL17
MRPS21,MRPL10
MRPS21,MRPS18C
MRPS21,MRPL33
MRPS21,TRMT10B
MRPS21,MRPL16
MRPS21,MRPL39
MRPS21,MRPL13
MRPS21,MRPL38
MRPS21,MRPL48
MRPS21,MRPL11
MRPS21,MRPL46
MRPS21,MRPS31
MRPS21,MRPS11
MRPS21,MRPS24
MRPS21,MRPS23
MRPS21,GADD45GIP1
MRPS21,MRPL40
MRPS21,MRPL30
MRPS21,MRPL35
MRPS21,MRPL43
MRPS21,MRPL20
MRPS21,AURKAIP1
MRPS21,RPL27A
MRPS21,MRPL52
MRPS21,MRPL37
MRPS21,MRPL24
MRPS21,MRPL21
MRPS21,MRPL18
MRPS21,DAP3
MRPS21,MRPL9
MRPS21,MRPL41
MRPS21,MRPS2
MRPS21,MRPL14
MRPS21,MRPS18A
MRPS21,CHCHD1
MRPS21,MRPS16
MRPS21,MRPS15
MRPS21,MRPL50
MRPS21,MRPS26
MRPS21,MRPL2
MRPS21,MRPS33
MRPS21,MRPL19
MRPS21,RPS29
MRPS21,MRPS6
MRPS21,MRPS12
MRPS21,RPL6
MRPS21,MRPL55
MRPS21,MRPL47
MRPS21,MRPS22
MRPS21,MRPS14
MRPS21,MRPL36
MRPS21,MRPS30
MRPS21,MRPS27
MRPS21,RPS5
RAB31,RAB22A
RAB31,ALS2CL
RAB31,EEA1
RAB31,CHM
RAB31,RABEP2
RAB31,CHML
RAB31,STX7
RAB31,GDI2
RAB31,RABGGTA
RAB31,GDI1
RAB31,DHX30
RAB31,RABEP1
RASSF5,RALA
RASSF5,RAP2A
RASSF5,RRAS
RASSF5,RAP1B
RASSF5,KRAS
RASSF5,RRAS2
RASSF5,MRAS
RASSF5,AGL
RASSF5,SAV1
RASSF5,FLNC
RASSF5,RASSF4
RASSF5,RASSF1
RASSF5,RABIF
RASSF5,NRAS
RASSF5,RAP1A
RASSF5,STK4
RASSF5,RASSF2
RASSF5,HRAS
RASSF5,MST1
RASSF5,STK3
SAP30BP,SF3A2
SAP30BP,WDR77
SAP30BP,RBM39
SAP30BP,FUS
SAP30BP,THOC1
SAP30BP,DHX8
SAP30BP,DDB1
SAP30BP,U2AF2
SAP30BP,FLNC
SAP30BP,DYNC1H1
SAP30BP,DCTN1
SAP30BP,FRA10AC1
SAP30BP,ATP6AP2
SAP30BP,HRH1
SAP30BP,CDK11A
SAP30BP,RBM17
SAP30BP,WDR83
SAP30BP,PUF60
SAP30BP,TAF15
BAHCC1,SAP30
BAHCC1,ING2
BAHCC1,SINHCAF
BAHCC1,RBBP7
CD300LF,PTPN6
CD300LF,INPP5D
ENGASE,GNS
H4C15,SUPT16H
H4C15,ASF1A
H4C15,INO80B
H4C15,BCL9
H4C15,WDR77
H4C15,ACTR5
H4C15,H4C6
H4C15,H3-3B
H4C15,CREBBP
H4C15,EED
H4C15,ASF1B
H4C15,ARID4B
H4C15,RPS27A
H4C15,H2BC1
H4C15,H2AZ1
H4C15,H2AC1
H4C15,PYGO1
H4C15,H2AC8
H4C15,UBB
H4C15,BPTF
H4C15,MSL3
H4C15,RUVBL1
H4C15,PRMT5
H4C15,H2BC4
H4C15,CARM1
H4C15,H3C13
H4C15,CBX3
H4C15,CENPA
H4C15,SPTY2D1
H4C15,TRIM24
H4C15,H2AC7
H4C15,H4C11
H4C15,ARID4A
H4C15,H2BC7
H4C15,H2BC12
H4C15,H2AC13
H4C15,H2AC11
H4C15,H3C12
H4C15,H2AC17
H4C15,H3-3A
H4C15,H2BC21
H4C15,H3C14
H4C15,H3C10
H4C15,MACROH2A2
H4C15,DAXX
H4C15,BMI1
H4C15,KDM2B
H4C15,H4C8
H4C15,H2BC10
H4C15,H4C2
H4C15,H3C4
H4C15,H2AC6
H4C15,H4C3
H4C15,TP53BP1
H4C15,CENPN
H4C15,UBN1
H4C15,KDM7A
H4C15,ZMYND11
H4C15,KDM1A
H4C15,KMT5A
H4C15,H3C15
H4C15,TONSL
H4C15,UBA52
H4C15,L3MBTL1
H4C15,HJURP
H4C15,MACROH2A1
H4C15,KDM2A
H4C15,H2AJ
H4C15,UBC
H4C15,H4-16
H4C15,H2BC8
H4C15,H4C14
H4C15,RUVBL2
H4C15,COMMD3-BMI1
H4C15,H2BC11
H4C15,H4C1
H4C15,H4C4
H4C15,H4C12
H4C15,H3C1
H4C15,H4C13
H4C15,H4C9
H4C15,H3C6
H4C15,H2AC15
H4C15,H2AC16
H4C15,H2BC3
H4C15,H2BC6
H4C15,H3C11
H4C15,H2AC4
H4C15,H3C7
H4C15,H3C8
H4C15,H3C3
H4C15,H4C5
H4C15,H3C2
FAM222B,NLK
YES1,CLIC5
YES1,ITGB4
YES1,SNAP23
YES1,PTPRE
YES1,CDH1
YES1,PDGFRB
YES1,KDR
YES1,CBL
YES1,RASA1
YES1,EGFR
YES1,FLT1
YES1,CLIC6
YES1,KHDRBS1
YES1,PTK2
YES1,TP53BP2
YES1,CTNNB1
YES1,FYN
YES1,FN1
YES1,SH2D1A
YES1,SRC
YES1,FGR
YES1,CLIC4
YES1,CTTN
YES1,PRUNE2
YES1,JAK2
YES1,GRB2
YES1,CTNND1
YES1,FGFR1
YES1,PDCD6IP
YES1,RPL10
YES1,YAP1
TXNIP,TXN2
TXNIP,KDR
TXNIP,PTPN11
TXNIP,PRKAA1
TXNIP,WWP2
TXNIP,VAV2
TXNIP,SRC
TXNIP,TXN
TXNIP,PTPN6
TXNIP,WWP1
TXNIP,RGMA
ADCYAP1,SCTR
ADCYAP1,VIPR2
ADCYAP1,SAV1
ADCYAP1,VIPR1
ADCYAP1,STK4
ADCYAP1,STK3
ADCYAP1,ADCYAP1R1
POLI,MAD2L2
POLI,REV1
POLI,TP53
POLI,UBB
POLI,PCNA
POLI,UBA52
POLI,UBC
H4C14,SUPT16H
H4C14,KAT2A
H4C14,ASF1A
H4C14,INO80B
H4C14,BCL9
H4C14,WDR77
H4C14,ACTR5
H4C14,H4C6
H4C14,H3-3B
H4C14,NASP
H4C14,CREBBP
H4C14,EP300
H4C14,EED
H4C14,BRD4
H4C14,ASF1B
H4C14,HAT1
H4C14,ARID4B
H4C14,RPS27A
H4C14,H2BC1
H4C14,XPC
H4C14,ATAD2
H4C14,H2AZ1
H4C14,H2AC1
H4C14,PYGO1
H4C14,H2AC8
H4C14,UBB
H4C14,BPTF
H4C14,MSL3
H4C14,RUVBL1
H4C14,PRMT5
H4C14,H2BC4
H4C14,CARM1
H4C14,H2AC20
H4C14,H3C13
H4C14,CBX3
H4C14,CENPA
H4C14,SPTY2D1
H4C14,KAT5
H4C14,TRIM24
H4C14,H2AC7
H4C14,H4C11
H4C14,ARID4A
H4C14,H2BC7
H4C14,H2BC12
H4C14,H2AC13
H4C14,H2AC11
H4C14,H3C12
H4C14,H2AC17
H4C14,H3-3A
H4C14,H2BC21
H4C14,H3C14
H4C14,H3C10
H4C14,SET
H4C14,MACROH2A2
H4C14,RBBP4
H4C14,DAXX
H4C14,BMI1
H4C14,KDM2B
H4C14,H4C8
H4C14,H2BC10
H4C14,H4C2
H4C14,H3C4
H4C14,H2AC6
H4C14,H4C3
H4C14,RBBP7
H4C14,NAP1L4
H4C14,TP53BP1
H4C14,CENPN
H4C14,UBN1
H4C14,KDM7A
H4C14,ZMYND11
H4C14,KDM1A
H4C14,KMT5A
H4C14,H3C15
H4C14,TONSL
H4C14,BRDT
H4C14,UBA52
H4C14,CXXC1
H4C14,L3MBTL1
H4C14,PRMT1
H4C14,HJURP
H4C14,MACROH2A1
H4C14,KDM2A
H4C14,H2AJ
H4C14,UBC
H4C14,H4-16
H4C14,H2BC8
H4C14,H4C15
H4C14,RUVBL2
H4C14,COMMD3-BMI1
H4C14,H2BC11
H4C14,H4C1
H4C14,H4C4
H4C14,H4C12
H4C14,H3C1
H4C14,H4C13
H4C14,H4C9
H4C14,H3C6
H4C14,H2AC15
H4C14,H2AC16
H4C14,H2BC3
H4C14,H2BC6
H4C14,H3C11
H4C14,H2AC4
H4C14,H3C7
H4C14,H3C8
H4C14,H3C3
H4C14,H4C5
H4C14,H3C2
CDH8,HADHB
CDH8,CTNNB1
CDH8,HADHA
CUEDC1,TOM1L2
CUEDC1,TOM1
OTUD7B,TNFRSF10A
OTUD7B,UBE2S
OTUD7B,RPS27A
OTUD7B,OTULIN
OTUD7B,UBB
OTUD7B,CASP8
OTUD7B,UBA52
OTUD7B,UBC
MSL1,KAT7
MSL1,KAT6B
MSL1,MSL2
MSL1,MSL3
MSL1,MORF4L1
MSL1,KAT5
MSL1,MDC1
MSL1,TP53BP1
MSL1,KAT6A
MSL1,KAT8
MSL1,SAMD1
TEFM,GKAP1
TEFM,POLRMT
SPATA33,ACOT2
SPATA33,PPP3CC
OAZ2,ODC1
OAZ2,AZIN2
OAZ2,AZIN1
NCOA4,NR3C1
NCOA4,PPARG
NCOA4,AR
NCOA4,FTL
NCOA4,ESR1
NCOA4,RXRA
NCOA4,VDR
GDF2,ACVR2A
GDF2,ACVR2B
GDF2,BMPR2
GDF2,ACVRL1
PPIAL4C,PPP3CB
PPIAL4C,PPP3CA
PPIAL4C,PPP3CC
RBM8A,AQR
RBM8A,RBM22
RBM8A,SNRPD3
RBM8A,PRPF19
RBM8A,SYF2
RBM8A,SNRPA
RBM8A,SNRPB2
RBM8A,JPT2
RBM8A,RPS16
RBM8A,SNRPA1
RBM8A,SRSF1
RBM8A,SNW1
RBM8A,DHX8
RBM8A,SNRNP40
RBM8A,CASC3
RBM8A,SNRPF
RBM8A,EFL1
RBM8A,DHX38
RBM8A,SMG9
RBM8A,SNRPG
RBM8A,UPF3B
RBM8A,EIF4A1
RBM8A,SLU7
RBM8A,SNRPD1
RBM8A,SRRM2
RBM8A,LSM3
RBM8A,EEF2
RBM8A,PABPC1
RBM8A,SNRNP200
RBM8A,RUVBL1
RBM8A,SF3B2
RBM8A,MAGOHB
RBM8A,LSM10
RBM8A,EIF4A2
RBM8A,NCBP2
RBM8A,NAA38
RBM8A,HNRNPA1
RBM8A,SNRPD2
RBM8A,UPF2
RBM8A,PUS7
RBM8A,XAB2
RBM8A,ETF1
RBM8A,DDIT4L
RBM8A,SMG5
RBM8A,CDC40
RBM8A,BCAS2
RBM8A,MAGOH
RBM8A,CDC5L
RBM8A,TOE1
RBM8A,IPO13
RBM8A,LRMDA
RBM8A,TTI1
RBM8A,PPIL1
RBM8A,SRSF3
RBM8A,RPL11
RBM8A,UPF3A
RBM8A,LSM2
RBM8A,CRNKL1
RBM8A,DDX39B
RBM8A,SNRPN
RBM8A,BUD31
RBM8A,PYM1
RBM8A,CWC22
RBM8A,ZFP36L1
RBM8A,EFTUD2
RBM8A,POLDIP3
RBM8A,GSPT1
RBM8A,SNRPE
RBM8A,SMG1
RBM8A,SNRPB
RBM8A,GFM1
RBM8A,PRKRIP1
RBM8A,ALYREF
RBM8A,PLRG1
RBM8A,SMG7
RBM8A,NWD1
RBM8A,RNPC3
RBM8A,NXF1
RBM8A,SMG8
RBM8A,FMC1-LUC7L2
RBM8A,HNRNPC
RBM8A,RNPS1
RBM8A,PRPF8
RBM8A,UPF1
RBM8A,RUVBL2
RBM8A,CWC15
RNF43,LGR5
RNF43,UBB
RNF43,RSPO1
RNF43,UBE2D3
RNF43,FZD5
RNF43,UBE2D2
MARCHF10,RWDD2A
MARCHF10,SRPK2
MARCHF10,UNC45A
RBP3,RCVRN
RBP3,E2F2
RBP3,HR
ANP32E,TPI1
ANP32E,H2AZ1
ANP32E,H2AZ2
ANP32E,AHCYL2
ANP32E,PAPPA
ANP32E,VPS72
ANP32E,UBA5
ANP32E,AHCYL1
ANP32E,DMAP1
ANP32E,ANP32A
C19orf47,THOC1
C19orf47,THOC7
C19orf47,NCBP3
C19orf47,THOC5
TRIM16,OPTN
SNURF,RWDD2A
SNURF,SRPK2
SNURF,RNF4
PABPC4L,ZC3HAV1
PABPC4L,CARM1
PABPC4L,TNRC6C
PABPC4L,GSPT2
PABPC4L,DHX9
PABPC4L,PAIP2
PABPC4L,ATXN2L
PABPC4L,LARP4
PABPC4L,BUD31
PABPC4L,GSPT1
TMEM98,ATP1B3
PTPRM,CDH1
PTPRM,SLITRK2
PTPRM,SLITRK1
MIF4GD,DDX19B
MIF4GD,DDX19A
MIF4GD,KLK3
MIF4GD,DHX16
MIF4GD,CTIF
MIF4GD,LSM5
MIF4GD,SLBP
RPL17-C18orf32,EEF1A2
RPL17-C18orf32,RPL18A
RPL17-C18orf32,MRPL32
RPL17-C18orf32,SEC61B
RPL17-C18orf32,RPL19
RPL17-C18orf32,MRPL27
RPL17-C18orf32,RPS12
RPL17-C18orf32,SEC61A1
RPL17-C18orf32,MRPS7
RPL17-C18orf32,RPS16
RPL17-C18orf32,MRPS9
RPL17-C18orf32,RPL35
RPL17-C18orf32,RPL8
RPL17-C18orf32,SRP14
RPL17-C18orf32,RPL3L
RPL17-C18orf32,RPS11
RPL17-C18orf32,RPS27A
RPL17-C18orf32,RPL37
RPL17-C18orf32,RPS3
RPL17-C18orf32,GUF1
RPL17-C18orf32,PDF
RPL17-C18orf32,MRPL17
RPL17-C18orf32,STT3B
RPL17-C18orf32,MRPL33
RPL17-C18orf32,RPN1
RPL17-C18orf32,RPL39L
RPL17-C18orf32,ABCE1
RPL17-C18orf32,RPS23
RPL17-C18orf32,GFM2
RPL17-C18orf32,RPL10L
RPL17-C18orf32,SEC61A2
RPL17-C18orf32,MRPL58
RPL17-C18orf32,RPS9
RPL17-C18orf32,SRP9
RPL17-C18orf32,RPL13
RPL17-C18orf32,EEF2
RPL17-C18orf32,RPL15
RPL17-C18orf32,RPL38
RPL17-C18orf32,RPL4
RPL17-C18orf32,SRP68
RPL17-C18orf32,RPS15A
RPL17-C18orf32,RPLP2
RPL17-C18orf32,TUFM
RPL17-C18orf32,PLEC
RPL17-C18orf32,RPS27L
RPL17-C18orf32,EEF1A1
RPL17-C18orf32,RPL7
RPL17-C18orf32,MRPL20
RPL17-C18orf32,RPS2
RPL17-C18orf32,MRRF
RPL17-C18orf32,RPS21
RPL17-C18orf32,RPL3
RPL17-C18orf32,RPL36AL
RPL17-C18orf32,RPL27A
RPL17-C18orf32,RPL21
RPL17-C18orf32,RPLP1
RPL17-C18orf32,RPS3A
RPL17-C18orf32,RPSA
RPL17-C18orf32,RPL22L1
RPL17-C18orf32,RPL22
RPL17-C18orf32,RPS26
RPL17-C18orf32,ETF1
RPL17-C18orf32,MRPL21
RPL17-C18orf32,RPL12
RPL17-C18orf32,RPL39
RPL17-C18orf32,MRPL9
RPL17-C18orf32,PDCD11
RPL17-C18orf32,RPL5
RPL17-C18orf32,SERBP1
RPL17-C18orf32,RPL7A
RPL17-C18orf32,MRPS16
RPL17-C18orf32,RPS4X
RPL17-C18orf32,RPL10A
RPL17-C18orf32,WDR31
RPL17-C18orf32,EIF6
RPL17-C18orf32,RPL11
RPL17-C18orf32,HABP4
RPL17-C18orf32,RPS6
RPL17-C18orf32,NPSR1
RPL17-C18orf32,RPL13A
RPL17-C18orf32,STT3A
RPL17-C18orf32,MRPL19
RPL17-C18orf32,RPL24
RPL17-C18orf32,HDDC3
RPL17-C18orf32,RPL34
RPL17-C18orf32,RPS29
RPL17-C18orf32,RPL14
RPL17-C18orf32,RPS8
RPL17-C18orf32,MRPS6
RPL17-C18orf32,RPS14
RPL17-C18orf32,RPL36A-HNRNPH2
RPL17-C18orf32,RPL31
RPL17-C18orf32,UBA52
RPL17-C18orf32,SEC61G
RPL17-C18orf32,RPL23A
RPL17-C18orf32,RPS18
RPL17-C18orf32,RPL9
RPL17-C18orf32,RPL6
RPL17-C18orf32,DOCK4
RPL17-C18orf32,RPL36A
RPL17-C18orf32,RPL10
RPL17-C18orf32,RPS24
RPL17-C18orf32,RPL32
RPL17-C18orf32,RPL37A
RPL17-C18orf32,RPL7L1
RPL17-C18orf32,RPL29
RPL17-C18orf32,RPL23
RPL17-C18orf32,MRPL36
RPL17-C18orf32,SRP19
RPL17-C18orf32,OSTC
RPL17-C18orf32,RACK1
RPL17-C18orf32,RPL30
RPL17-C18orf32,RPL26L1
RPL17-C18orf32,RPS20
RPL17-C18orf32,RPS25
RPL17-C18orf32,FAU
RPL17-C18orf32,RPS13
RPL17-C18orf32,RPL18
RPL17-C18orf32,RPLP0
RPL17-C18orf32,SRP54
RPL17-C18orf32,RPL28
RPL17-C18orf32,OST4
RPL17-C18orf32,RPL26
RPL17-C18orf32,RPL36
RPL17-C18orf32,RPL27
RPL17-C18orf32,RPS15
RPL17-C18orf32,RPS19
RPL17-C18orf32,RPS28
RPL17-C18orf32,RPS5
RPL17-C18orf32,RPS10-NUDT3
RPL17-C18orf32,RPS10
RPL17-C18orf32,RSRC1
SEC22B,ZW10
SEC22B,STX1B
SEC22B,BET1
SEC22B,STX1A
SEC22B,YKT6
SEC22B,GOSR2
SEC22B,GOSR1
SEC22B,GOLT1B
SEC22B,BNIP1
SEC22B,VAMP4
SEC22B,UBE2M
SEC22B,RINT1
SEC22B,STX6
SEC22B,DERL1
SEC22B,XRCC1
SEC22B,NAPA
SEC22B,USE1
SEC22B,SEPTIN11
SEC22B,NBAS
SEC22B,STX5
SEC22B,TMED10
SEC22B,STX8
SEC22B,STX18
SEC22B,SEC23A
SEC22B,SNAP47
SEC22B,STX4
SEC22B,NAPG
SEC22B,SEC23B
SEC22B,TMEM9
SEC22B,STX7
SEC22B,S100A16
SEC22B,TMEM189
SEC22B,STX12
SEC22B,VTI1A
SEC22B,MPST
SEC22B,SEC24A
SEC22B,UBAC2
SEC22B,SCFD2
SEC22B,TST
SEC22B,SCFD1
SEC22B,C19orf25
SEC22B,VAPB
SEC22B,USO1
SEC22B,VTI1B
SEC22B,STX10
SEC22B,STIM1
SEC22B,NAPB
PPIAL4E,PPP3CB
PPIAL4E,PPP3CA
PPIAL4E,PPP3CC
KCNH6,KCNH2
MYL12B,MIB1
MYL12B,CPSF6
MYL12B,HAUS1
MYL12B,LRRK2
MYL12B,MYLIP
MYL12B,GTF2B
MYL12B,NSMF
MYL12B,MYH11
MYL12B,DAPK1
MYL12B,MIB2
MYL12B,DAPK3
RNF115,UBE2D4
RNF115,RAB7A
RNF115,UBE2N
RNF115,KDELR1
RNF115,UBE2I
RNF115,UBE2D3
RNF115,TAX1BP1
RNF115,UBE2D2
RNF115,UBC
RNF115,DAZAP2
RNF115,RAD23A
RBFOX3,RBM38
RBFOX3,RBM24
KCNJ12,GNB4
KCNJ12,KCNJ3
KCNJ12,GNB2
KCNJ12,DLG1
KCNJ12,GNB1
RPL26,MRPS10
RPL26,EEF1A2
RPL26,RPL18A
RPL26,MRPL32
RPL26,SEC61B
RPL26,RPL19
RPL26,MRPL27
RPL26,RPS12
RPL26,ZC3HAV1
RPL26,SEC61A1
RPL26,MRPS7
RPL26,ATP1B2
RPL26,RPS16
